bin	swScore	milliDiv	milliDel	milliIns	genoName	genoStart	genoEnd	genoLeft	strand	repName	repClass	repFamily	repStart	repEnd	repLeft	id
1717	231	195	47	0	chr2	148467506	148467547	-93725982	+	5S	rRNA	rRNA	1	43	-78	2
1764	557	204	0	10	chr2	154590409	154590508	-87603021	+	5S	rRNA	rRNA	4	101	-20	2
1793	272	202	67	184	chr2	158449402	158449450	-83744079	-	5S	rRNA	rRNA	-31	90	55	2
1793	272	202	67	184	chr2	158449748	158449802	-83743727	-	5S	rRNA	rRNA	-67	54	1	2
1794	2230	154	82	7	chr2	158583879	158584285	-83609244	-	LSU-rRNA_Hsa	rRNA	rRNA	-1	5034	4596	2
1802	374	185	44	0	chr2	159593884	159593949	-82599580	-	5S	rRNA	rRNA	-31	90	23	2
1805	292	119	0	0	chr2	160014398	160014440	-82179089	+	5S	rRNA	rRNA	1	42	-79	2
1810	247	108	0	0	chr2	160654743	160654780	-81538749	-	5S	rRNA	rRNA	-1	120	84	2
1824	561	191	0	0	chr2	162496936	162497025	-79696504	+	5S	rRNA	rRNA	2	90	-31	2
1826	299	139	0	0	chr2	162718204	162718247	-79475282	-	5S	rRNA	rRNA	-78	43	1	2
1837	245	139	0	0	chr2	164150153	164150196	-78043333	+	5S	rRNA	rRNA	1	43	-78	2
1837	245	139	0	0	chr2	164150207	164150250	-78043279	+	5S	rRNA	rRNA	1	43	-78	2
1842	605	159	9	9	chr2	164858431	164858539	-77334990	+	5S	rRNA	rRNA	1	108	-13	2
1843	632	133	0	0	chr2	164895687	164895777	-77297752	-	5S	rRNA	rRNA	-31	90	1	2
1876	314	253	65	0	chr2	169343402	169343489	-72850040	-	LSU-rRNA_Hsa	rRNA	rRNA	-26	5009	4917	2
1936	457	196	136	0	chr2	177138701	177138803	-65054726	+	5S	rRNA	rRNA	4	121	0	2
1973	597	143	0	0	chr2	182048821	182048912	-60144617	+	5S	rRNA	rRNA	1	91	-30	2
1977	237	200	0	0	chr2	182491651	182491691	-59701838	+	5S	rRNA	rRNA	2	41	-80	2
2021	678	79	0	0	chr2	188276755	188276844	-53916685	-	5S	rRNA	rRNA	-32	89	1	2
2038	1031	86	0	0	chr2	190537921	190538060	-51655469	-	LSU-rRNA_Hsa	rRNA	rRNA	-397	4638	4500	2
2061	241	224	20	0	chr2	193519311	193519360	-48674169	-	5S	rRNA	rRNA	-71	50	1	2
2067	228	214	0	0	chr2	194343992	194344034	-47849495	+	5S	rRNA	rRNA	1	42	-79	2
2070	300	143	0	0	chr2	194729694	194729736	-47463793	+	5S	rRNA	rRNA	1	42	-79	2
2089	271	339	9	26	chr2	197160699	197160814	-45032715	+	5S	rRNA	rRNA	9	121	0	2
2100	331	95	0	0	chr2	198601546	198601588	-43591941	+	5S	rRNA	rRNA	1	42	-79	2
2112	269	254	0	0	chr2	200259735	200259794	-41933735	+	SSU-rRNA_Hsa	rRNA	rRNA	1364	1422	-447	2
2117	510	157	157	0	chr2	200849042	200849144	-41344385	-	5S	rRNA	rRNA	0	121	1	2
2125	276	150	0	0	chr2	201929180	201929220	-40264309	+	5S	rRNA	rRNA	1	40	-81	2
2128	929	46	0	0	chr2	202346265	202346374	-39847155	-	LSU-rRNA_Hsa	rRNA	rRNA	-726	4309	4201	2
2172	587	135	0	82	chr2	208054160	208054257	-34139272	-	5S	rRNA	rRNA	-31	90	2	2
2178	787	175	8	0	chr2	208920544	208920664	-33272865	-	5S	rRNA	rRNA	0	121	1	2
2183	248	326	0	32	chr2	209572462	209572557	-32620972	+	LSU-rRNA_Hsa	rRNA	rRNA	1721	1812	-3223	2
2185	543	214	0	0	chr2	209721931	209722020	-32471509	-	5S	rRNA	rRNA	-31	90	2	2
2198	744	67	0	0	chr2	211535652	211535742	-30657787	+	5S	rRNA	rRNA	1	90	-31	2
2212	248	250	0	0	chr2	213258112	213258160	-28935369	+	5S	rRNA	rRNA	1	48	-73	2
2213	487	241	36	9	chr2	213501013	213501122	-28692407	-	5S	rRNA	rRNA	-9	112	1	2
2215	515	132	13	0	chr2	213772302	213772378	-28421151	+	5S	rRNA	rRNA	13	89	-32	2
2223	266	191	0	0	chr2	214707332	214707374	-27486155	-	5S	rRNA	rRNA	-79	42	1	2
2239	511	131	116	0	chr2	216793516	216793600	-25399929	-	5S	rRNA	rRNA	-26	95	1	2
2280	918	166	0	0	chr2	222235623	222235774	-19957755	+	LSU-rRNA_Hsa	rRNA	rRNA	4164	4314	-721	2
2301	292	277	0	0	chr2	225022326	225022409	-17171120	-	SSU-rRNA_Hsa	rRNA	rRNA	-608	1261	1179	2
2322	546	202	0	0	chr2	227763063	227763152	-14430377	-	5S	rRNA	rRNA	-32	89	1	2
2329	318	95	0	0	chr2	228596210	228596252	-13597277	+	5S	rRNA	rRNA	1	42	-79	2
2333	489	113	0	0	chr2	229151036	229151107	-13042422	+	LSU-rRNA_Hsa	rRNA	rRNA	1955	2025	-3010	2
2333	1083	40	7	7	chr2	229180771	229180922	-13012607	-	LSU-rRNA_Hsa	rRNA	rRNA	-2489	2546	2396	2
2333	796	39	0	0	chr2	229180914	229181018	-13012511	-	LSU-rRNA_Hsa	rRNA	rRNA	-2323	2712	2609	2
2349	551	210	40	25	chr2	231245354	231245476	-10948053	+	LSU-rRNA_Hsa	rRNA	rRNA	4909	5032	-3	2
2353	249	186	0	0	chr2	231822424	231822467	-10371062	+	5S	rRNA	rRNA	1	43	-78	2
2371	325	95	0	0	chr2	234189597	234189639	-8003890	+	5S	rRNA	rRNA	1	42	-79	2
2378	265	186	0	0	chr2	235026955	235026998	-7166531	-	5S	rRNA	rRNA	-78	43	1	2
2428	671	56	0	0	chr2	241584967	241585057	-608472	+	5S	rRNA	rRNA	1	90	-31	2
623	280	231	0	0	chr3	5024743	5024795	-193270764	+	5S	rRNA	rRNA	1	52	-69	2
654	378	173	188	9	chr3	9134268	9134373	-189161186	-	LSU-rRNA_Hsa	rRNA	rRNA	-679	4356	4229	2
677	359	0	0	0	chr3	12155030	12155071	-186140488	-	5S	rRNA	rRNA	-79	42	2	2
679	303	95	0	0	chr3	12326811	12326853	-185968706	-	5S	rRNA	rRNA	-79	42	1	2
680	827	136	0	0	chr3	12511093	12511211	-185784348	-	5S	rRNA	rRNA	-1	120	3	2
694	791	98	74	0	chr3	14394647	14394759	-183900800	+	5S	rRNA	rRNA	1	121	0	2
701	535	76	0	0	chr3	15303617	15303683	-182991876	+	LSU-rRNA_Hsa	rRNA	rRNA	1950	2015	-3020	2
723	242	125	0	0	chr3	18148238	18148278	-180147281	+	5S	rRNA	rRNA	1	40	-81	2
724	234	387	75	5	chr3	18229710	18229897	-180065662	+	LSU-rRNA_Hsa	rRNA	rRNA	4134	4334	-701	2
736	245	191	0	0	chr3	19825951	19825993	-178469566	+	5S	rRNA	rRNA	1	42	-79	2
759	317	278	27	44	chr3	22863505	22863618	-175431941	-	LSU-rRNA_Hsa	rRNA	rRNA	-687	4348	4238	2
766	402	197	14	0	chr3	23726591	23726662	-174568897	+	LSU-rRNA_Hsa	rRNA	rRNA	1942	2013	-3022	2
768	394	145	16	0	chr3	24021587	24021649	-174273910	+	LSU-rRNA_Hsa	rRNA	rRNA	1951	2013	-3022	2
775	639	115	0	0	chr3	25025006	25025093	-173270466	+	5S	rRNA	rRNA	4	90	-31	2
778	591	180	0	0	chr3	25352292	25352392	-172943167	-	5S	rRNA	rRNA	-21	100	1	2
794	287	178	0	0	chr3	27517353	27517398	-170778161	+	5S	rRNA	rRNA	2	46	-75	2
797	357	305	41	34	chr3	27847725	27847871	-170447688	-	SSU-rRNA_Hsa	rRNA	rRNA	-834	1035	889	2
799	309	143	0	0	chr3	28083269	28083311	-170212248	-	5S	rRNA	rRNA	-79	42	1	2
812	358	105	0	66	chr3	29857745	29857806	-168437753	-	5S	rRNA	rRNA	-64	57	1	2
814	281	178	0	0	chr3	30031251	30031296	-168264263	-	5S	rRNA	rRNA	-76	45	1	2
823	675	101	11	0	chr3	31228714	31228803	-167066756	+	5S	rRNA	rRNA	1	90	-31	2
840	622	144	0	0	chr3	33492008	33492098	-164803461	-	5S	rRNA	rRNA	-31	90	1	2
869	619	122	0	0	chr3	37341648	37341738	-160953821	+	5S	rRNA	rRNA	1	90	-31	2
900	344	82	0	20	chr3	41384522	41384572	-156910987	-	5S	rRNA	rRNA	-71	50	2	2
923	237	83	27	0	chr3	44322668	44322704	-153972855	-	5S	rRNA	rRNA	-83	38	2	2
931	486	118	86	0	chr3	45453275	45453360	-152842199	-	LSU-rRNA_Hsa	rRNA	rRNA	-4630	405	313	2
939	373	125	0	0	chr3	46458393	46458449	-151837110	-	5S	rRNA	rRNA	-65	56	1	2
940	250	191	0	0	chr3	46652283	46652325	-151643234	+	5S	rRNA	rRNA	1	42	-79	2
959	1184	197	63	19	chr3	49076218	49076522	-149219037	+	LSU-rRNA_Hsa	rRNA	rRNA	4684	5034	-1	2
961	293	73	0	0	chr3	49411203	49411244	-148884315	-	5S	rRNA	rRNA	-79	42	2	2
961	295	121	267	0	chr3	49412752	49412818	-148882741	+	5S	rRNA	rRNA	1	90	-31	2
962	668	92	0	0	chr3	49467144	49467231	-148828328	-	5S	rRNA	rRNA	-34	87	1	2
966	2055	218	62	11	chr3	49950023	49950469	-148345090	+	SSU-rRNA_Hsa	rRNA	rRNA	568	1037	-832	2
969	817	150	0	0	chr3	50419781	50419901	-147875658	+	5S	rRNA	rRNA	2	121	0	2
970	279	119	0	0	chr3	50524561	50524603	-147770956	+	5S	rRNA	rRNA	1	42	-79	2
972	305	24	24	0	chr3	50758507	50758548	-147537011	+	5S	rRNA	rRNA	1	42	-79	2
979	947	92	8	0	chr3	51694462	51694582	-146600977	-	5S	rRNA	rRNA	0	121	1	2
1013	533	212	0	0	chr3	56185125	56185224	-142110335	+	5S	rRNA	rRNA	23	121	0	2
1026	362	200	0	0	chr3	57814123	57814183	-140481376	-	LSU-rRNA_Hsa	rRNA	rRNA	-2342	2693	2634	2
1051	673	122	0	0	chr3	61082874	61082964	-137212595	-	5S	rRNA	rRNA	-31	90	1	2
1055	312	119	0	0	chr3	61632531	61632573	-136662986	-	5S	rRNA	rRNA	-79	42	1	2
1055	334	25	0	0	chr3	61699197	61699237	-136596322	-	5S	rRNA	rRNA	-79	42	3	2
1069	599	62	100	0	chr3	63545439	63545520	-134750039	+	5S	rRNA	rRNA	1	90	-31	2
1102	775	191	0	0	chr3	67834405	67834536	-130461023	-	LSU-rRNA_Hsa	rRNA	rRNA	-3210	1825	1695	2
1110	413	154	114	0	chr3	68882967	68883045	-129412514	+	5S	rRNA	rRNA	2	89	-32	2
1113	606	167	0	0	chr3	69231033	69231129	-129064430	+	5S	rRNA	rRNA	25	120	-1	2
1139	617	124	11	0	chr3	72691722	72691811	-125603748	-	5S	rRNA	rRNA	-31	90	1	2
1140	329	50	0	0	chr3	72745796	72745836	-125549723	+	5S	rRNA	rRNA	1	40	-81	2
1188	270	125	0	0	chr3	79109915	79109955	-119185604	+	SSU-rRNA_Hsa	rRNA	rRNA	143	182	-1687	2
1193	336	247	66	0	chr3	79787732	79787817	-118507742	+	5S	rRNA	rRNA	1	91	-30	2
1226	312	268	41	0	chr3	84120231	84120302	-114175257	+	LSU-rRNA_Hsa	rRNA	rRNA	4258	4331	-704	2
1306	326	95	0	0	chr3	94519113	94519155	-103776404	-	5S	rRNA	rRNA	-79	42	1	2
1347	302	119	0	0	chr3	99900473	99900515	-98395044	-	5S	rRNA	rRNA	-79	42	1	2
1351	326	185	0	0	chr3	100420167	100420221	-97875338	-	5S	rRNA	rRNA	-67	54	1	2
1400	274	196	0	0	chr3	106837265	106837311	-91458248	-	5S	rRNA	rRNA	-74	47	2	2
1413	1627	196	4	0	chr3	108531246	108531521	-89764038	+	LSU-rRNA_Hsa	rRNA	rRNA	2561	2836	-2199	2
1458	235	216	19	19	chr3	114449744	114449796	-83845763	-	5S	rRNA	rRNA	-51	70	19	2
1487	515	174	11	0	chr3	118266922	118267008	-80028551	+	LSU-rRNA_Hsa	rRNA	rRNA	4530	4616	-419	2
1496	609	86	0	0	chr3	119529395	119529476	-78766083	+	LSU-rRNA_Hsa	rRNA	rRNA	1950	2030	-3005	2
1513	302	95	0	0	chr3	121741466	121741508	-76554051	+	5S	rRNA	rRNA	1	42	-79	2
1516	270	229	0	0	chr3	122090621	122090669	-76204890	+	5S	rRNA	rRNA	1	48	-73	2
1523	400	297	8	0	chr3	123015841	123015969	-75279590	-	LSU-rRNA_Hsa	rRNA	rRNA	-3202	1833	1705	2
1539	587	178	0	0	chr3	125058348	125058438	-73237121	-	5S	rRNA	rRNA	-31	90	1	2
1541	335	24	0	0	chr3	125339856	125339898	-72955661	-	5S	rRNA	rRNA	-79	42	1	2
1550	687	112	0	0	chr3	126564588	126564677	-71730882	-	5S	rRNA	rRNA	-31	90	2	2
1561	684	122	0	0	chr3	127963607	127963697	-70331862	+	5S	rRNA	rRNA	1	90	-31	2
1576	256	163	0	0	chr3	129920215	129920258	-68375301	+	5S	rRNA	rRNA	1	43	-78	2
1587	784	200	31	0	chr3	131417843	131417998	-66877561	-	SSU-rRNA_Hsa	rRNA	rRNA	-1681	188	29	2
1603	508	124	0	128	chr3	133485850	133485918	-64809641	-	5S	rRNA	rRNA	-31	90	27	2
1603	508	124	0	128	chr3	133486229	133486262	-64809297	-	5S	rRNA	rRNA	-95	26	2	2
1605	733	78	0	0	chr3	133710085	133710175	-64585384	-	5S	rRNA	rRNA	-31	90	1	2
1613	824	11	0	0	chr3	134783465	134783555	-63512004	-	5S	rRNA	rRNA	-31	90	1	2
1626	370	122	0	0	chr3	136530419	136530468	-61765091	-	5S	rRNA	rRNA	-72	49	1	2
1634	564	156	0	0	chr3	137518165	137518255	-60777304	-	5S	rRNA	rRNA	-31	90	1	2
1643	250	291	25	0	chr3	138709570	138709649	-59585910	+	SSU-rRNA_Hsa	rRNA	rRNA	101	181	-1688	2
1646	425	284	11	0	chr3	139082435	139082523	-59213036	-	LSU-rRNA_Hsa	rRNA	rRNA	-256	4779	4691	2
1668	289	246	44	0	chr3	142053627	142053692	-56241867	+	LSU-rRNA_Hsa	rRNA	rRNA	4285	4352	-683	2
1668	1417	266	56	27	chr3	142054902	142055388	-56240171	+	LSU-rRNA_Hsa	rRNA	rRNA	4218	4718	-317	2
1671	306	53	0	0	chr3	142380474	142380512	-55915047	-	5S	rRNA	rRNA	-79	42	5	2
1672	683	100	0	0	chr3	142591701	142591791	-55703768	-	5S	rRNA	rRNA	-31	90	1	2
1673	665	90	0	0	chr3	142665816	142665905	-55629654	-	LSU-rRNA_Hsa	rRNA	rRNA	-1	5034	4946	2
1685	549	231	25	0	chr3	144186903	144187020	-54108539	-	5S	rRNA	rRNA	-1	120	1	2
1692	348	70	0	0	chr3	145224846	145224889	-53070670	+	5S	rRNA	rRNA	50	92	-29	2
1719	510	192	84	0	chr3	148650637	148650757	-49644802	+	LSU-rRNA_Hsa	rRNA	rRNA	4235	4365	-670	2
1724	344	221	195	10	chr3	149318668	149318764	-48976795	-	5S	rRNA	rRNA	-2	119	2	2
1738	735	0	0	0	chr3	151188098	151188184	-47107375	+	5S	rRNA	rRNA	1	86	-35	2
1770	302	93	0	0	chr3	155376006	155376049	-42919510	-	5S	rRNA	rRNA	-78	43	1	2
1775	290	128	0	0	chr3	156106223	156106262	-42189297	-	5S	rRNA	rRNA	-82	39	1	2
1784	686	190	0	32	chr3	157173915	157174040	-41121519	-	5S	rRNA	rRNA	0	121	1	2
1796	534	112	111	0	chr3	158846577	158846657	-39448902	-	5S	rRNA	rRNA	-31	90	1	2
1797	268	170	0	0	chr3	158982962	158983009	-39312550	+	LSU-rRNA_Hsa	rRNA	rRNA	1974	2020	-3015	2
1808	314	265	38	10	chr3	160428422	160428525	-37867034	+	LSU-rRNA_Hsa	rRNA	rRNA	315	420	-4615	2
1811	521	119	23	12	chr3	160718438	160718523	-37577036	+	5S	rRNA	rRNA	5	90	-31	2
1855	253	242	101	0	chr3	166508825	166508887	-31786672	-	5S	rRNA	rRNA	-33	88	20	2
1879	281	167	0	0	chr3	169623545	169623587	-28671972	+	5S	rRNA	rRNA	1	42	-79	2
1904	269	132	0	0	chr3	173011460	173011498	-25284061	-	5S	rRNA	rRNA	-83	38	1	2
1913	257	293	20	29	chr3	174129188	174129290	-24166269	+	LSU-rRNA_Hsa	rRNA	rRNA	1712	1812	-3223	2
1933	554	200	0	0	chr3	176763228	176763313	-21532246	+	5S	rRNA	rRNA	4	88	-33	2
1937	251	171	24	0	chr3	177311754	177311795	-20983764	-	5S	rRNA	rRNA	-1	120	79	2
1946	562	156	0	0	chr3	178429199	178429289	-19866270	-	5S	rRNA	rRNA	-31	90	1	2
1953	266	143	0	0	chr3	179351308	179351350	-18944209	-	5S	rRNA	rRNA	-78	43	2	2
1956	1009	135	79	0	chr3	179779555	179779718	-18515841	+	LSU-rRNA_Hsa	rRNA	rRNA	4858	5034	-1	2
1959	791	11	0	0	chr3	180161886	180161977	-18133582	-	5S	rRNA	rRNA	-30	91	1	2
1972	1053	33	0	0	chr3	181822870	181822990	-16472569	-	5S	rRNA	rRNA	-1	120	1	2
1983	654	122	0	0	chr3	183258326	183258416	-15037143	-	5S	rRNA	rRNA	-31	90	1	2
1999	303	119	0	0	chr3	185461199	185461241	-12834318	-	5S	rRNA	rRNA	-79	42	1	2
2005	247	171	0	0	chr3	186123318	186123359	-12172200	-	5S	rRNA	rRNA	-79	42	2	2
2006	403	210	110	0	chr3	186253619	186253700	-12041859	+	5S	rRNA	rRNA	1	91	-30	2
2026	325	71	0	0	chr3	188920158	188920200	-9375359	-	5S	rRNA	rRNA	-79	42	1	2
2031	265	233	0	0	chr3	189547876	189547919	-8747640	-	5S	rRNA	rRNA	-71	50	8	2
2055	352	176	0	0	chr3	192688549	192688600	-5606959	+	5S	rRNA	rRNA	1	51	-70	2
2068	339	132	19	0	chr3	194473586	194473639	-3821920	+	5S	rRNA	rRNA	1	54	-67	2
2081	310	146	0	0	chr3	196176878	196176926	-2118633	-	LSU-rRNA_Hsa	rRNA	rRNA	-4556	479	432	2
2090	349	135	0	0	chr3	197357756	197357808	-937751	-	5S	rRNA	rRNA	-66	55	4	2
618	263	167	0	0	chr4	4345138	4345180	-185869375	-	5S	rRNA	rRNA	-79	42	1	2
642	1410	73	0	0	chr4	7582459	7582637	-182631918	+	LSU-rRNA_Hsa	rRNA	rRNA	4857	5034	-1	2
649	762	107	74	0	chr4	8393014	8393126	-181821429	+	5S	rRNA	rRNA	1	121	0	2
656	301	196	0	0	chr4	9411202	9411253	-180803302	-	5S	rRNA	rRNA	-70	51	1	2
659	581	138	11	11	chr4	9792771	9792859	-180421696	-	5S	rRNA	rRNA	-31	90	3	2
662	599	111	0	0	chr4	10115794	10115884	-180098671	-	5S	rRNA	rRNA	-31	90	1	2
665	349	261	17	65	chr4	10561711	10561834	-179652721	+	LSU-rRNA_Hsa	rRNA	rRNA	2306	2422	-2613	2
672	480	216	83	9	chr4	11414048	11414160	-178800395	-	5S	rRNA	rRNA	0	121	1	2
689	250	132	0	0	chr4	13724633	13724671	-176489884	+	5S	rRNA	rRNA	3	40	-81	2
731	503	193	43	0	chr4	19181781	19181869	-171032686	-	5S	rRNA	rRNA	-29	92	1	2
750	264	111	0	0	chr4	21718535	21718571	-168495984	+	5S	rRNA	rRNA	7	42	-79	2
810	267	150	0	0	chr4	29527665	29527705	-160686850	-	5S	rRNA	rRNA	-81	40	1	2
850	280	170	0	0	chr4	34852366	34852419	-155362136	-	5S	rRNA	rRNA	-20	101	49	2
880	336	294	11	0	chr4	38758800	38758892	-151455663	-	5S	rRNA	rRNA	-20	101	9	2
889	325	240	13	13	chr4	39936779	39936855	-150277700	+	5S	rRNA	rRNA	44	119	-2	2
894	245	167	0	0	chr4	40531242	40531284	-149683271	-	5S	rRNA	rRNA	-79	42	1	2
897	786	141	0	8	chr4	40990153	40990275	-149224280	+	5S	rRNA	rRNA	1	121	0	2
909	235	209	142	21	chr4	42583616	42583709	-147630846	-	SSU-rRNA_Hsa	rRNA	rRNA	-1232	637	532	2
1012	782	22	0	0	chr4	56097390	56097479	-134117076	+	5S	rRNA	rRNA	2	90	-31	2
1014	500	153	0	0	chr4	56331164	56331236	-133883319	-	5S	rRNA	rRNA	-1	120	49	2
1099	398	186	0	0	chr4	67439992	67440051	-122774504	+	5S	rRNA	rRNA	2	60	-61	2
1099	399	235	0	0	chr4	67442047	67442115	-122772440	+	5S	rRNA	rRNA	51	118	-3	2
1114	1066	117	0	6	chr4	69430863	69431035	-120783520	-	LSU-rRNA_Hsa	rRNA	rRNA	-2909	2126	1956	2
1132	617	105	0	55	chr4	71759525	71759616	-118454939	-	5S	rRNA	rRNA	-35	86	1	2
1147	274	136	22	0	chr4	73771515	73771559	-116442996	-	5S	rRNA	rRNA	-75	46	2	2
1148	535	189	0	0	chr4	73904445	73904535	-116310020	-	5S	rRNA	rRNA	-31	90	1	2
1163	3075	127	41	21	chr4	75886022	75886544	-114328011	+	LSU-rRNA_Hsa	rRNA	rRNA	4501	5033	-2	2
1168	356	381	13	0	chr4	76515867	76516022	-113698533	+	LSU-rRNA_Hsa	rRNA	rRNA	1713	1869	-3166	2
1170	465	171	109	0	chr4	76762006	76762088	-113452467	+	5S	rRNA	rRNA	1	92	-29	2
1174	621	342	95	21	chr4	77208404	77208735	-113005820	-	LSU-rRNA_Hsa	rRNA	rRNA	-2289	2746	2389	2
1174	328	260	107	0	chr4	77212297	77212397	-113002158	-	LSU-rRNA_Hsa	rRNA	rRNA	-2637	2398	2287	2
1194	246	300	81	0	chr4	79875805	79875885	-110338670	-	SSU-rRNA_Hsa	rRNA	rRNA	-579	1290	1204	2
1241	987	161	7	0	chr4	86047088	86047243	-104167312	-	LSU-rRNA_Hsa	rRNA	rRNA	-1	5034	4879	2
1281	568	159	43	0	chr4	91264681	91264769	-98949786	-	5S	rRNA	rRNA	-29	92	1	2
1300	492	139	0	0	chr4	93820189	93820261	-96394294	+	5S	rRNA	rRNA	20	91	-30	2
1372	302	200	0	68	chr4	103164920	103164979	-87049576	-	5S	rRNA	rRNA	-65	56	2	2
1376	297	156	0	0	chr4	103744578	103744623	-86469932	+	5S	rRNA	rRNA	7	51	-70	2
1401	1337	253	23	3	chr4	107003225	107003526	-83211029	-	LSU-rRNA_Hsa	rRNA	rRNA	-3359	1676	1370	2
1401	1293	178	0	9	chr4	107003531	107003747	-83210808	-	LSU-rRNA_Hsa	rRNA	rRNA	-310	4725	4512	2
1472	245	337	0	0	chr4	116299757	116299846	-73914709	+	LSU-rRNA_Hsa	rRNA	rRNA	3753	3841	-1194	2
1494	1301	84	0	0	chr4	119237369	119237535	-70977020	+	LSU-rRNA_Hsa	rRNA	rRNA	4868	5033	-2	2
1520	294	176	0	0	chr4	122598670	122598721	-67615834	-	5S	rRNA	rRNA	-70	51	1	2
1524	368	118	0	0	chr4	123157615	123157666	-67056889	-	5S	rRNA	rRNA	-70	51	1	2
1544	261	232	0	35	chr4	125750423	125750481	-64464074	+	5S	rRNA	rRNA	1	56	-65	2
1580	653	140	108	0	chr4	130506668	130506775	-59707780	-	5S	rRNA	rRNA	-1	120	1	2
1600	723	115	0	28	chr4	133161759	133161866	-57052689	-	LSU-rRNA_Hsa	rRNA	rRNA	-3186	1849	1746	2
1605	1724	229	12	68	chr4	133788842	133789301	-56425254	+	LSU-rRNA_Hsa	rRNA	rRNA	4162	4594	-441	2
1662	239	313	51	44	chr4	141248933	141249070	-48965485	+	LSU-rRNA_Hsa	rRNA	rRNA	2238	2375	-2660	2
1702	316	200	0	0	chr4	146447185	146447235	-43767320	-	5S	rRNA	rRNA	-71	50	1	2
1712	434	206	0	0	chr4	147745344	147745417	-42469138	-	5S	rRNA	rRNA	-48	73	1	2
1718	741	77	0	0	chr4	148557946	148558037	-41656518	+	5S	rRNA	rRNA	1	91	-30	2
1725	306	370	46	18	chr4	149495864	149496032	-40718523	+	SSU-rRNA_Hsa	rRNA	rRNA	1332	1504	-365	2
1728	1148	247	9	4	chr4	149847917	149848149	-40366406	+	LSU-rRNA_Hsa	rRNA	rRNA	4800	5032	-3	2
1728	653	122	0	0	chr4	149907559	149907649	-40306906	+	5S	rRNA	rRNA	1	90	-31	2
1732	267	167	0	0	chr4	150402225	150402267	-39812288	-	5S	rRNA	rRNA	-79	42	1	2
1735	263	167	0	0	chr4	150772922	150772964	-39441591	+	5S	rRNA	rRNA	1	42	-79	3
1736	481	195	0	33	chr4	150967529	150967545	-39247010	-	5S	rRNA	rRNA	-30	91	78	3
1736	481	195	0	33	chr4	150970705	150970778	-39243777	-	5S	rRNA	rRNA	-44	77	5	3
1744	520	143	0	77	chr4	151971528	151971599	-38242956	-	5S	rRNA	rRNA	-37	84	19	3
1744	520	143	0	77	chr4	151972024	151972043	-38242512	-	5S	rRNA	rRNA	-103	18	1	3
1754	478	321	41	18	chr4	153238602	153238767	-36975788	+	SSU-rRNA_Hsa	rRNA	rRNA	525	693	-1176	3
1763	430	125	0	0	chr4	154429183	154429247	-35785308	+	LSU-rRNA_Hsa	rRNA	rRNA	1817	1880	-3155	3
1764	238	336	26	26	chr4	154604676	154604792	-35609763	+	LSU-rRNA_Hsa	rRNA	rRNA	281	396	-4639	3
1778	228	214	0	0	chr4	156445812	156445854	-33768701	-	5S	rRNA	rRNA	-79	42	1	3
1815	235	281	89	0	chr4	161281763	161281845	-28932710	-	SSU-rRNA_Hsa	rRNA	rRNA	-462	1407	1318	3
1851	426	283	19	0	chr4	166053187	166053293	-24161262	-	5S	rRNA	rRNA	-11	110	3	3
1852	764	168	0	14	chr4	166142572	166142711	-24071844	+	LSU-rRNA_Hsa	rRNA	rRNA	2326	2462	-2573	3
1852	1190	256	60	26	chr4	166143170	166143511	-24071044	+	LSU-rRNA_Hsa	rRNA	rRNA	1502	1854	-3181	3
1858	565	167	19	64	chr4	166918382	166918491	-23296064	-	5S	rRNA	rRNA	-17	104	1	3
1938	671	78	0	0	chr4	177457138	177457228	-12757327	-	5S	rRNA	rRNA	-31	90	1	3
1946	659	194	0	0	chr4	178406694	178406797	-11807758	+	5S	rRNA	rRNA	1	103	-18	3
2034	706	101	17	8	chr4	190015137	190015257	-199298	+	5S	rRNA	rRNA	1	121	0	3
2034	793	117	0	8	chr4	190017696	190017817	-196738	+	5S	rRNA	rRNA	2	121	0	3
610	339	318	23	0	chr5	3352915	3353044	-178185215	-	LSU-rRNA_Hsa	rRNA	rRNA	-2545	2490	2359	3
633	254	86	0	0	chr5	6347606	6347641	-175190618	-	5S	rRNA	rRNA	-25	96	62	3
635	428	133	0	0	chr5	6658677	6658737	-174879522	-	5S	rRNA	rRNA	-31	90	31	3
638	249	167	0	0	chr5	6981834	6981876	-174556383	-	5S	rRNA	rRNA	-79	42	1	3
638	262	167	0	0	chr5	6982069	6982111	-174556148	-	5S	rRNA	rRNA	-79	42	1	3
638	663	136	83	9	chr5	7047226	7047337	-174490922	+	5S	rRNA	rRNA	1	120	-1	3
659	632	79	11	0	chr5	9760906	9760995	-171777264	+	5S	rRNA	rRNA	1	90	-31	3
664	3503	231	85	45	chr5	10373929	10374976	-171163283	+	SSU-rRNA_Hsa	rRNA	rRNA	273	1360	-509	3
664	3503	231	85	45	chr5	10376523	10376654	-171161605	+	SSU-rRNA_Hsa	rRNA	rRNA	1361	1503	-366	3
664	467	290	197	6	chr5	10376719	10377035	-171161224	+	SSU-rRNA_Hsa	rRNA	rRNA	1479	1869	0	3
698	271	143	0	0	chr5	14903351	14903393	-166634866	-	5S	rRNA	rRNA	-79	42	1	3
707	577	159	0	0	chr5	16033267	16033355	-165504904	-	5S	rRNA	rRNA	-32	89	2	3
713	573	132	0	32	chr5	16853993	16854087	-164684172	+	5S	rRNA	rRNA	1	91	-30	3
